ID de actividad,Fecha de la actividad,Nombre de la actividad,Tipo de actividad,Descripción de la actividad,Tiempo transcurrido,Distancia,Ritmo cardiaco máximo,Esfuerzo Relativo,Desplazamiento,Nota privada de actividad,Equipamiento de la actividad,Nombre del archivo,Peso del deportista,Peso de la bicicleta,Tiempo transcurrido,Tiempo en movimiento,Distancia,Velocidad máxima,Velocidad promedio,Desnivel positivo,Desnivel negativo,Desnivel bajo,Desnivel alto,Pendiente máxima,Pendiente promedio,Pendiente positiva promedio,Pendiente negativa promedio,Cadencia máx.,Cadencia promedio,Ritmo cardiaco máximo,Ritmo cardiaco promedio,Vatios máx.,Vatios promedio,Calorías,Temperatura máx.,Temperatura promedio,Esfuerzo Relativo,Trabajo total,Número de carreras,Tiempo en ascenso,Tiempo en descenso,Otro tiempo,Esfuerzo Percibido,Tipo,Hora de inicio,Potencia promedio ponderada,Recuento de potencia,Usar Esfuerzo Percibido,Esfuerzo Relativo percibido,Desplazamiento,Peso total levantado,Desde la carga,Distancia ajustada en pendientes,Hora de observación meteorológica,Condición meteorológica,Temperatura meteorológica,Temperatura aparente,Punto de rocío,Humedad,Presión meteorológica,Velocidad del viento,Ráfaga de viento,Dirección del viento,Intensidad de precipitación,Hora del amanecer,Hora del atardecer,Fase lunar,Bicicleta,Equipamiento,Probabilidad de precipitación,Tipo de precipitación,Nubosidad,Visibilidad meteorológica,Índice UV,Ozono meteorológico,Recuento de saltos,Grit total,Flow promedio,Denunciado,Velocidad promedio durante el tiempo transcurrido,Distancia en tierra,Distancia recientemente explorada,Distancia en rampas de tierra recientemente explorada,Recuento de actividades,Total de pasos,Ahorro en carbono,Largo de la piscina,Carga de entrenamiento,Intensidad,Ritmo ajustado en pendientes promedio,Tiempo cronometrado,Ciclos en total,Recuperación,Con mascota,Competición,Carrera de larga distancia,Por una causa,Multimedia
15771662392,"11 sept 2025, 5:11:52",Natación de mañana/ BASE,Natación,"",3249,3.000,,,false,,,activities/16846556931.fit.gz,,,3249.0,3227.0,3000.0,2.255,0.93,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,395.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.923,0.0,,,,,0.0,25.0,,,,,,0.0,,,,,""
15777101008,"11 sept 2025, 16:30:18",Carrera a pie 4.200m.,Bicicleta,"",1222,"4,20",,,false,,,activities/15777101008.gpx,,9.0,1222.0,1138.0,4201.7,6.74,3.692,3.3,3.3,7.9,11.3,3.3,0.0,,,,,,,,52.0,66.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.438,4170.9,,,,,0.0,,,,,,,0.0,,,,,media/34074547-BA4D-4CDE-B7F4-171DF9090489.jpg
15805509241,"14 sept 2025, 7:05:06",Después de 10k swimming 🏊🏻‍♀️ de ayer. Un paseo por la albufera.,Bicicleta,"",6204,"51,63",,,false,,,activities/15805509241.gpx,,9.0,6204.0,6187.0,51631.8,13.32,8.345,80.5,79.3,-4.1,13.0,6.8,0.0,,,,,,,,148.0,1020.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.322,32.9,,,,,0.0,,,,,,,,,,,,media/968A14AE-A731-42B0-88D5-17C32147EF6A.mp4|media/AA62F41B-CDF9-4FC2-8370-A841F051B006.jpg
15815990136,"15 sept 2025, 5:10:44",Natación de mañana. A soltar los 10k del sábado.,Natación,"",3382,3.025,,,false,,,activities/16893316221.fit.gz,,,3382.0,3360.0,3025.0,3.28,0.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,398.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.894,0.0,,,,,0.0,25.0,,,,,,0.0,,,,,""
15821073330,"15 sept 2025, 16:21:16",Con el gran. DV.,Carrera,"",1320,"4,37",,,false,,,activities/15821073330.gpx,,,1320.0,1197.0,4371.0,6.92,3.652,4.4,3.3,6.8,11.2,3.3,0.0,,,,,,,,,419.0,,,,,,,,,,,,,,,,0.0,,1.0,4377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.311,4280.6,,,,3202.0,0.0,,,,3.657,,,,,,,,media/73ACDEB3-F390-467B-946A-1517E99D520D.jpg
15827166474,"16 sept 2025, 5:11:59",Natación de mañana,Natación,,3371,3.000,,,false,,,activities/16904873805.fit.gz,,,3371.0,3299.0,3000.0,2.214,0.909,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,394.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,0.0,,,,,0.0,25.0,,,,,,,,,,,""
15839079842,"17 sept 2025, 5:11:07",Técnica de respiración /1-4/1-3/1-2.,Natación,"",3393,3.000,,,false,,,activities/16917101360.fit.gz,,,3393.0,3274.0,3000.0,2.218,0.916,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,391.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.884,0.0,,,,,0.0,25.0,,,,,,0.0,,,,,media/37EEF991-47F2-4981-8278-8D4353AD5CA1.jpg
15850448764,"18 sept 2025, 5:11:03",Natación de mañana,Natación,,3351,3.000,,,false,,,activities/16928750866.fit.gz,,,3351.0,3298.0,3000.0,2.139,0.91,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,390.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.895,0.0,,,,,0.0,25.0,,,,,,,,,,,""
15855804026,"18 sept 2025, 16:17:49","Gracias DV/ 

El día de los 4 cuatros cumplido.
4 entrenamientos de 4 km.
Hoy, el último kilómetro por debajo de 4.
Los números hablan, pero la fe y las piernas gritan más fuerte.
Nada es casualidad.🏃🏻🔱💨",Carrera,"",1355,"4,07",,,false,,,activities/15855804026.gpx,,,1355.0,1087.0,4074.9,8.66,3.749,3.1,3.1,7.8,11.0,6.7,0.0,,,,,,,,,391.0,,,,,,,,,,,,,,,,0.0,,1.0,4079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.007,4074.9,,,,2898.0,0.0,,,,3.753,,,0.0,,,,,media/20BBE12B-F0AE-49A0-A3D0-7B38AD66705A.jpg
15874056468,"20 sept 2025, 5:08:21","Está va por tiiii/ jefe. 24 años de ausencia.
Tiempo 4h. Con tres paradas. 3-6-9.",Natación,"",15036,13.170,,,false,,,activities/15874056468.gpx,,,15036.0,9207.0,13169.5,4.88,1.43,0.0,0.0,0.0,0.1,1.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.876,0.0,,,,,0.0,,,,,,,0.0,,,,,media/20E83506-14A7-4E41-9528-ABF97E2EAF54.jpg
15884134953,"21 sept 2025, 6:22:04",Albufera bike.,Bicicleta,"",6160,"51,29",,,false,,,activities/15884134953.gpx,,9.0,6160.0,5821.0,51290.1,14.54,8.811,75.8,74.8,0.4,13.0,6.8,0.0,,,,,,,,169.0,1096.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.326,38.2,,,,,0.0,,,,,,,,,,,,media/9ADBDD82-BE20-49C8-9B5E-85F7D94076A3.jpg
15895145361,"22 sept 2025, 5:42:45",Se trata de asimilar.,Natación,"",1708,1.500,,,false,,,activities/16974703015.fit.gz,,,1708.0,1685.0,1500.0,1.111,0.89,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,202.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.878,0.0,,,,,0.0,25.0,,,,,,0.0,,,,,""
15900254182,"22 sept 2025, 16:18:52",Se trata de no fallar.,Natación,"",1325,4.214,,,false,,,activities/15900254182.gpx,,,1325.0,1300.0,4214.3,8.22,3.242,3.3,3.3,7.8,11.2,4.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.181,4214.3,,,,,0.0,,,,,,,,,,,,media/07805F20-00C2-49B6-88BA-ED7B730F7CE8.jpg
15906038087,"23 sept 2025, 5:10:40",Natación de mañana/brazos de madera 🪵.,Natación,"",3353,3.000,,,false,,,activities/16985848262.fit.gz,,,3353.0,3314.0,3000.0,2.236,0.905,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,397.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.895,0.0,,,,,0.0,25.0,,,,,,0.0,,,,,""
15917753886,"24 sept 2025, 5:10:47",Natación de mañana/!coguiendo sensaciones.,Natación,"",3401,3.025,,,false,,,activities/16997825902.fit.gz,,,3401.0,3327.0,3025.0,1.144,0.909,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,396.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.889,0.0,,,,,0.0,25.0,,,,,,0.0,,,,,""
15928794345,"25 sept 2025, 5:09:08",Natación de mañana/ se trata de no parar. 🏊‍♂️🏴‍☠️,Natación,"",3324,3.050,,,false,,,activities/17009157149.fit.gz,,,3324.0,3279.0,3050.0,2.05,0.93,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,386.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.918,0.0,,,,,0.0,25.0,,,,,,0.0,,,,,""
15934059576,"25 sept 2025, 16:38:20",Hoy sin DV🥹,Carrera,"",1113,"4,14",,,false,,,activities/15934059576.gpx,,,1113.0,1078.0,4147.0,8.22,3.847,3.1,3.1,7.8,11.0,2.9,0.0,,,,,,,,,398.0,,,,,,,,,,,,,,,,0.0,,1.0,4150.9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.726,4147.0,,,,2954.0,0.0,,,,3.851,,,,,,,,media/8E272C02-5438-49F8-8F32-8C6CAC23BEC5.jpg
15953225987,"27 sept 2025, 5:09:44",Ahí voy Romeo.,Natación,"",19494,15.566,,,false,,,activities/15953225987.gpx,,,19494.0,9839.0,15565.6,2.44,1.582,0.0,0.0,-0.7,0.6,12.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.798,0.0,,,,,0.0,,,,,,,,,,,,media/DD41A02B-80AE-4C26-BCBD-D21766F2B43F.jpg
15961075663,"28 sept 2025, 7:00:34",Salir hay que salir.,Bicicleta,"",5021,"46,79",,,false,,,activities/15961075663.gpx,,9.0,5021.0,4965.0,46798.0,16.1,9.426,59.8,59.9,0.4,13.0,6.9,0.0,,,,,,,,194.0,1074.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.32,0.0,,,,,0.0,,,,,,,,,,,,media/4C20B963-8A5F-4705-937E-613D0D03CE82.jpg
15988366615,"30 sept 2025, 15:50:12",Sin DV.,Carrera,"",1522,"4,42",,,false,,,activities/15988366615.gpx,,,1522.0,1483.0,4419.0,6.6,2.98,3.4,3.3,7.8,11.2,3.4,0.0,,,,,,,,,424.0,,,,,,,,,,,,,,,,0.0,,1.0,4423.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.903,4312.3,,,,3946.0,0.0,,,,2.983,,,,,,,,media/00B0CF95-4C11-401E-83F3-530EC4E06F77.jpg
15994989016,"1 oct 2025, 5:09:45",Natación de mañana,Natación,,3317,3.000,,,false,,,activities/17076661126.fit.gz,,,3317.0,3270.0,3000.0,2.236,0.917,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,370.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.904,0.0,,,,,0.0,25.0,,,,,,,,,,,""
16006219220,"2 oct 2025, 5:09:20",Natación de mañana,Natación,,3356,3.000,,,false,,,activities/17088032901.fit.gz,,,3356.0,3337.0,3000.0,2.48,0.899,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,377.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.894,0.0,,,,,0.0,25.0,,,,,,,,,,,""
16011446707,"2 oct 2025, 16:14:38",Carrera de noche,Carrera,"",1312,"4,28",,,false,,,activities/16011446707.gpx,,,1312.0,1168.0,4287.4,7.06,3.671,3.4,3.3,7.8,11.2,3.3,0.0,,,,,,,,,411.0,,,,,,,,,,,,,,,,0.0,,1.0,4292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.268,4078.0,,,,3180.0,0.0,,,,3.675,,,,,,,,media/040409D1-11CE-40F2-BED8-126315C33013.jpg
16037965811,"5 oct 2025, 6:16:31",Natación de mañana,Natación,"",4316,3.169,,,false,,,activities/17120237904.fit.gz,,,4316.0,4309.0,3168.6,2.362,0.735,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,540.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.734,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,media/8A26BBCC-B4F0-4119-A0BC-22D371199750.jpg
16048636012,"6 oct 2025, 5:10:19",Natación de mañana. Un poquito de ritmo 🥁,Natación,"",3208,3.000,,,false,,,activities/17131077176.fit.gz,,,3208.0,3149.0,3000.0,2.218,0.953,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,413.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.935,0.0,,,,,0.0,25.0,,,,,,0.0,,,,,""
16053500005,"6 oct 2025, 16:15:24",Con uno de los grandes. Sr DV,Carrera,"",1336,"4,25",,,false,,,activities/16053500005.gpx,,,1336.0,1179.0,4255.5,6.84,3.609,3.3,3.3,7.8,11.2,3.2,0.0,,,,,,,,,408.0,,,,,,,,,,,,,,,,0.0,,1.0,4258.9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.185,4255.5,,,,3158.0,0.0,,,,3.612,,,,,,,,media/62E5F4E5-04E9-4457-8C3E-ACF6B730D6DD.jpg
16059445039,"7 oct 2025, 5:10:04",Natación de mañana,Natación,,3951,3.000,,,false,,,activities/17141977842.fit.gz,,,3951.0,3447.0,3000.0,1.198,0.87,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,428.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.759,0.0,,,,,0.0,25.0,,,,,,,,,,,""
16071162013,"8 oct 2025, 5:08:41",Natación de mañana 🔱,Natación,"",3140,3.000,,,false,,,activities/17153803148.fit.gz,,,3140.0,3118.0,3000.0,2.255,0.962,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,392.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.955,0.0,,,,,0.0,25.0,,,,,,0.0,,,,,""
16076377601,"8 oct 2025, 16:06:31",Hoy me acompañó mi furia 😤,Carrera,"",1201,"4,21",,,false,,,activities/16076377601.gpx,,,1201.0,1122.0,4214.5,6.18,3.756,3.4,3.3,7.8,11.2,2.9,0.0,,,,,,,,,404.0,,,,,,,,,,,,,,,,0.0,,1.0,4219.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.509,4134.2,,,,2984.0,0.0,,,,3.76,,,,,,,,media/B7875444-AB18-43AE-A171-80EA241269CE.jpg
16104799471,"11 oct 2025, 6:50:49",No se pudo entrenar en el mar 🌊,Natación,"",16836,13.250,,,false,,,activities/17187772736.fit.gz,,,16836.0,14613.0,13250.0,2.558,0.907,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1839.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.787,0.0,,,,,0.0,25.0,,,,,,0.0,,,,,media/C3E42C26-F74D-442A-B25A-62D680A347AC.jpg
16123904353,"13 oct 2025, 5:10:14",Hay que asimilar. 💪🏻💪🏻,Natación,"",3651,3.000,,,false,,,activities/17207167913.fit.gz,,,3651.0,3276.0,3000.0,2.139,0.916,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,402.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.822,0.0,,,,,0.0,25.0,,,,,,0.0,,,,,""
16128750210,"13 oct 2025, 16:21:37",Porque me has abandonado. DV,Carrera,"",1243,"4,72",,,false,,,activities/16128750210.gpx,,,1243.0,1215.0,4719.8,6.94,3.885,3.8,3.8,7.8,11.8,3.2,0.0,,,,,,,,,453.0,,,,,,,,,,,,,,,,0.0,,1.0,4724.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.797,4693.2,,,,3398.0,0.0,,,,3.889,,,,,,,,media/B671DDD5-F73A-4F69-AD41-CDBB1CA75D88.jpg
16134271339,"14 oct 2025, 5:08:29",Manteniendo el tipo.,Natación,"",3302,3.000,,,false,,,activities/17217629791.fit.gz,,,3302.0,3278.0,3000.0,2.362,0.915,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,388.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.909,0.0,,,,,0.0,25.0,,,,,,0.0,,,,,media/106E5E88-AEA8-47CD-9342-97C6C120501F.jpg
16145546030,"15 oct 2025, 5:09:11",A 15 días estoy. 👊🏻👊🏻,Natación,"",3219,3.000,,,false,,,activities/17228992085.fit.gz,,,3219.0,3190.0,3000.0,2.611,0.94,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,421.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.932,0.0,,,,,0.0,25.0,,,,,,0.0,,,,,""
16156413598,"16 oct 2025, 5:11:11",Abra que sumarle 2400. 🙈,Natación,"",3158,600,,,false,,,activities/17239955539.fit.gz,,,3158.0,609.0,600.0,1.043,0.985,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,83.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.0,,,,,0.0,25.0,,,,,,0.0,,,,,""
16161443716,"16 oct 2025, 16:12:53",Volvió DV. Y ME ESTIRÓ.,Carrera,"",1240,"3,95",165.0,64,false,,,activities/17245037088.fit.gz,,,1240.0,1063.0,3956.2,5.3,3.722,3.3,3.3,7.8,11.3,3.2,0.0,,,,,165.0,154.0,,,216.0,,,64.0,,,,,,,,,,,,,0.0,,1.0,3962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,3763.2,,,,,0.0,,,,3.727,,,0.0,,,,,""
16188046128,"19 oct 2025, 7:19:59","Hoy viniera muchos, uno de ellos. Gus’s el vikingo.",Natación,"",3882,3.131,,,false,,,activities/17271936591.fit.gz,,,3882.0,3875.0,3130.9,2.906,0.808,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,527.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.807,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,media/6A954CB7-FD58-4BF2-90D5-B5423C417830.jpg|media/9EE9F1D9-59A9-4378-9B6E-C2AFC90A4680.jpg
16197693331,"20 oct 2025, 5:08:20",Natación de mañana / 🤓,Natación,"",3207,3.000,,,false,,,activities/17281724818.fit.gz,,,3207.0,3183.0,3000.0,2.611,0.943,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,447.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.935,0.0,,,,,0.0,25.0,,,,,,0.0,,,,,media/37EF1169-F235-4F4A-B9DA-79A144C50B06.jpg
16202405267,"20 oct 2025, 16:21:17",Carrera de noche con DV a fuego 🔥🔥,Carrera,"",1164,"4,25",165.0,64,false,,,activities/17286435780.tcx.gz,,,1164.0,1045.0,4251.6,6.9,4.069,3.4,3.3,7.8,11.2,3.8,0.0,,,,,165.0,153.0,,,246.0,,,64.0,,,,,,,,,,,,,0.0,,1.0,4256.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.653,4186.4,,,,,0.0,,,,4.073,,,0.0,,,,,media/CF92D428-BA40-46F1-B326-CFD282400FB7.jpg|media/7889EBEF-B60E-4C5A-874E-5ED9BA4663FF.jpg
16207827907,"21 oct 2025, 5:08:13",Natación de mañana/ 50 de regalo 🎁,Natación,"",3207,3.050,,,false,,,activities/17291864102.fit.gz,,,3207.0,3188.0,3050.0,2.46,0.957,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,506.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.951,0.0,,,,,0.0,25.0,,,,,,0.0,,,,,""
16218681663,"22 oct 2025, 5:07:44",Natación de mañana / un poco de caña.,Natación,"",3177,3.025,,,false,,,activities/17302791861.fit.gz,,,3177.0,3082.0,3025.0,1.2,0.982,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,504.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.952,0.0,,,,,0.0,25.0,,,,,,0.0,,,,,""
16229152098,"23 oct 2025, 5:06:50",Natación de mañana/ tiki taka.,Natación,"",3211,3.000,,,false,,,activities/17313325235.fit.gz,,,3211.0,3171.0,3000.0,2.894,0.946,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,443.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.934,0.0,,,,,0.0,25.0,,,,,,0.0,,,,,""
16233808318,"23 oct 2025, 16:30:17",Carrera de noche/ DV ME MATA.,Carrera,"",1344,"4,13",171.0,38,false,,,activities/17318016415.tcx.gz,,,1344.0,1080.0,4130.2,9.92,3.824,3.2,3.2,7.8,11.1,12.8,0.0,,,,,171.0,139.0,,,211.0,,,38.0,,,,,,,,,,,,,0.0,,1.0,4133.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.073,4073.5,,,,,0.0,,,,3.827,,,0.0,,,,,media/D72CFC41-84E6-4D38-A1BF-F38C2A95EAA4.jpg
16268629721,"27 oct 2025, 6:09:41",Natación de mañana/ semana de Romeo. 👶,Natación,"",3386,3.000,,,false,,,activities/17353231212.fit.gz,,,3386.0,3362.0,3000.0,2.362,0.892,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,404.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.886,0.0,,,,,0.0,25.0,,,,,,0.0,,,,,""
16273356402,"27 oct 2025, 17:17:47",1ª Carrera de noche. DV crack.,Carrera,"",1290,"4,24",157.0,37,false,,,activities/17358011371.tcx.gz,,,1290.0,1208.0,4244.6,5.96,3.514,3.3,3.3,7.8,11.2,13.0,0.0,,,,,157.0,135.0,,,217.0,,,37.0,,,,,,,,,,,,,0.0,,1.0,4248.3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29,4236.1,,,,,0.0,,,,3.517,,,0.0,,,,,media/B792BF02-7403-4669-B160-BE4FBE7CCE54.jpg
16278483272,"28 oct 2025, 6:12:14",Natación de mañana. Mucha  gente.,Natación,"",2839,2.500,,,false,,,activities/17363167631.fit.gz,,,2839.0,2706.0,2500.0,2.579,0.924,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,335.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.881,0.0,,,,,0.0,25.0,,,,,,0.0,,,,,""
16304312523,"30 oct 2025, 17:10:29",Test San silvestre a fuego. 🔥🔥🔥🔥🔥🥵🥵🥵🥵🥵,Carrera,"",1336,"5,14",177.0,99,false,,,activities/17389200256.tcx.gz,,,1336.0,1251.0,5145.2,9.5,4.113,4.1,4.1,7.8,12.1,3.2,0.0,,,,,177.0,167.0,,,306.0,,,99.0,,,,,,,,,,,,,0.0,,1.0,5149.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.851,5086.3,,,,,0.0,,,,4.117,,,0.0,,,,,""
16321951327,"1 nov 2025, 6:34:27",Natación de tarde/ está va por ti Romeo. Que Dios te dé salud.,Natación,"",28085,20.632,,,false,,,activities/16321951327.gpx,,,28085.0,13374.0,20631.7,2.86,1.543,4.0,6.2,-0.7,5.6,7.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.735,6821.3,,,,,0.0,,,,,,,0.0,,,,,media/45CB6512-D36B-43F3-88D9-2C264592F30C.jpg|media/1775A49F-71C3-4A79-B5A0-89CBEEA362C8.jpg
16343610295,"3 nov 2025, 17:23:49",Carrera de noche,Carrera,,1586,"5,51",164.0,81,false,,,activities/17429177828.tcx.gz,,,1586.0,1503.0,5510.9,6.08,3.667,4.7,4.8,7.8,12.7,3.2,0.0,,,,,164.0,148.0,,,300.0,,,81.0,,,,,,,,,,,,,0.0,,1.0,5515.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.475,5300.9,,,,,0.0,,,,3.669,,,,,,,,""
16364939462,"5 nov 2025, 16:17:01",Carrera con Aisha.,Carrera,"",1519,"4,20",190.0,121,false,,,activities/17450625465.tcx.gz,,,1519.0,1407.0,4202.5,4.26,2.987,3.3,3.3,7.8,11.2,5.0,0.0,,,,,190.0,176.0,,,352.0,,,121.0,,,,,,,,,,,,,0.0,,1.0,4207.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.767,4204.0,,,,,0.0,,,,2.99,,,0.0,,,,,media/FB14A167-489B-4E05-82D0-A90B0E1B2D07.jpg
16375998024,"6 nov 2025, 17:21:44",Carrera de noche como abu 👴. 🤭🤭,Carrera,"",1479,"5,14",167.0,75,false,,,activities/17461739617.tcx.gz,,,1479.0,1293.0,5142.8,6.9,3.977,4.5,4.4,7.8,12.4,2.9,0.0,,,,,167.0,152.0,,,264.0,,,75.0,,,,,,,,,,,,,0.0,,1.0,5148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.477,5139.0,,,,,0.0,,,,3.981,,,0.0,,,,,""
16402556825,"9 nov 2025, 6:13:05",Bicicleta por la mañana. Celebrando el cumple de ANA.,Bicicleta,"",16857,"81,02",185.0,114,false,,,activities/17488559242.tcx.gz,,9.0,16857.0,13338.0,81026.3,17.08,6.075,757.9,760.8,-1.5,574.4,10.8,0.0,,,,,185.0,108.0,,122.0,1397.0,,,114.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.807,1033.2,,,,,0.0,,,,,,,0.0,,,,,media/85464609-97A4-4523-9CE3-E6272EF3E9CA.jpg
16415778577,"10 nov 2025, 16:51:38",Carrera de tarde con Aisha.,Carrera,"",1423,"5,32",165.0,70,false,,,activities/17501909385.tcx.gz,,,1423.0,1296.0,5320.5,6.8,4.105,4.6,4.6,7.8,12.5,2.7,0.0,,,,,165.0,148.0,,,243.0,,,70.0,,,,,,,,,,,,,0.0,,1.0,5323.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.739,5224.7,,,,,0.0,,,,4.108,,,0.0,,,,,media/0F238E07-4AC0-4124-9E54-1CBDA9E0DD83.jpg
